"제조국","브랜드","이름","최소가격","최대가격","차종","엔진","최소연비","최대연비","최소출력","최대출력","출시년도","차량번호","내용","상세사진","색상1","색상2","색상3","색상4","색상5","색상6","색상7","색상8","색상9","색상10","색상1코드","색상2코드","색상3코드","색상4코드","색상5코드","색상6코드","색상7코드","색상8코드","색상9코드","색상10코드"
"한국","기아","EV6 GT",7584,7605,"중형 SUV","전기","4.2","4.2","585","585",2023,34365,"EV6 GT는 전기차 전용 플랫폼 E-GMP를 기반으로 한 EV6의 고성능 버전이다   EV6 대비 성능을 대폭 높인 모터와 고출력 배터리를 조합해 역대 최고 수준의 동력성능을 확보한 것이 특징이다 ",34363,"스노우 화이트 펄(SWP) ","문스케이프 매트 그레이(KLM) ","오로라 블랙 펄(ABP) ","런웨이 레드(CR5) ","요트 블루(DU3) ",NULL,NULL,NULL,NULL,NULL,"#e6e7e6","#5f6167","#0f0f0f","#852b33","#27447c",NULL,NULL,NULL,NULL,NULL
"유럽","아우디","The New A8 F/L",14038,21630,"대형","가솔린, 디젤","11.4","11.4","286","286",2023,34800,"A8(D5)의 부분변경 모델로, 아우디의 대표적인 플래그십 프레스티지 대형 세단이다   고급감을 강화한 디자인을 비롯해 운전자의 편의를 고려한 최신 기술들이 대거 적용됐다 ",34791,"Black Edition ","Myth Black Metallic(LY9T) ","Vesuvius Gray Metallic ","Daytona Gray Pearlescent ","Firmament Blue Metallic ","Floret Silver Metallic ","Glacier White Metallic ",NULL,NULL,NULL,"#161922","#090909","#101101","#585858","#001e45","#9a999e","#c0c4c3",NULL,NULL,NULL
"유럽","폭스바겐","The New Jetta F/L",3290,3810,"준중형","가솔린","14.1","14.1","160","160",2023,34910,"스타일리한 외관 디자인은 물론 상품성까지 대폭 강화된 7세대 제타 부분 변경 모델   더욱 효율적이고 강력해진 파워트레인, 동급 최고 수준의 편의 및 안전 사양을 탑재한 프리미엄 컴팩트 세단이다 ",34912,"Platinum Gray Metallic ","Kings Red Metallic ","Pure White ","Pyrite Silver Metallic ","Deep Black Pearlescent ","Rising Blue Metallic ",NULL,NULL,NULL,NULL,"#454f59","#8f1214","#e5e9e8","#c4c8c8","#0c0f18","#1b2c69",NULL,NULL,NULL,NULL
"미국","링컨","New Navigator",15200,15200,"대형 SUV","가솔린","7.2","7.2","446","446",2023,35276,"2022년형 네비게이터의 파워풀하면서도 조용한 매력에 빠져보십시오   새롭게 업그레이드된 디자인과 장인의 손길이 닿은 인테리어가 조화를 이룹니다   네비게이터는 운전자의 만족을 위해 진화를 거듭해왔습니다 ",34183,"Pristine White Metallic Tri-coat ","Ceramic Pearl Metallic Tri-coat ","Infinite Black (Metallic) ","Starlight Gray (Metallic) ","Silver Radiance (Metallic) ","Ocean Drive Blue Metallic Tinted  Clearcoat ","Flight Blue (Metallic) ",NULL,NULL,NULL,"#eceee9","#b3afaa","#000000","#414143","#b3b7be","#233a4b","#254055",NULL,NULL,NULL
"유럽","페라리","296 GTB",39800,41500,"스포츠카","가솔린, 전기, 하이브리드","15.6","15.6","830","830",2022,35688,"미드리어 엔진을 장착한 2인승 베를리네타 스포츠카의 진화 296 GTB   296 GTB는 플러그인PHEV 전기 모터와 결합된 신형 120° V6엔진을 탑재,  830마력에 이르는 출력을 선보이며 페라리의 혁신을 세상에 선보였습니다 ",35690,"Verde British ","Giallo Mondena ","Rosso Corsa ","Rosso IMOLA ","Rosso Scuderia ","Rosso Mugello ","Rosso Ferrari F1 - 75 ","Rosso Fiorano ","Rosso Dino ","Nero ","#171c15","#d3a617","#821b1c","#cf3f2f","#a41b0b","#4c0910","#b64437","#4a2022","#d7553b","#333230"
"유럽","페라리","296 GTS",46100,46100,"스포츠카","가솔린, 전기, 하이브리드","7.7","7.7","830","830",2022,35695,"페라리의 미드-리어 엔진을 장착한 2인승 베를리네타 스파이더의 진화 296 GTS   플러그인 전기 모터와 결합된 신형 120°V6 엔진을 탑재, 총 830cv에 이르는 엄청난 출력을 선사합니다 ",35697,"Verde British ","Giallo Mondena ","Canna Di Fucile ","Rosso Corsa ","Rosso Scuderia ","Rosso Mugello ","Rosso Ferrari F1 - 75 ","Rosso Dino ","Nero ","Nero Daytona ","#171c15","#d3a617","#33322e","#821b1c","#a41b0b","#4c0910","#b64437","#d7553b","#333230","#333230"
"유럽","BMW","3 Series F/L",5590,7110,"중형","가솔린, 디젤, 전기, 하이브리드","10.8","15.7","184","293",2024,35853,"뉴 3시리즈는 새로운 스포츠카 디자인과 첨단 기술이 적용되어, 운전자에게 탁월한 주행 역동성을 제공합니다 ",35686,"Phytonic Blue(C1M) ","Portimao Blue Metallic(C31) ","Black Sapphire metallic(475) ","Alpine White(300) ","Skyscraper Grey metallic(C4W) ","Brooklyn Grey(C4P) ",NULL,NULL,NULL,NULL,"#235780","#182a56","#030406","#d7d8d2","#646a6a","#9da3a3",NULL,NULL,NULL,NULL
"유럽","벤츠","EQS AMG",21440,21600,"대형","전기","3.2","3.2","658.2","658.2",2023,35996,"더 뉴 메르세데스-AMG EQS 53 4MATIC+  더 뉴 EQS의 럭셔리 디자인, 혁신적인 디지털 요소, 최고 수준의 안전 및 편의사양에  AMG만의 강력한 주행 성능과 독보적 감성을 추가로 탑재한 럭셔리 고성능 모델이다 ",35986,"Manufaktur Kalahari Gold Magno(677U) ","Graphite Grey Metalic(831U) ","Manufaktur Selenite Grey Magno(297U) ","Manufaktur Silicon Grey Solid(190U) ","High-tech Silver Metallic(922U) ","Manufaktur Hyacinth Red Metallic(996U) ","Manufaktur Rubellite Red Metalic(660U) ","Black(040U) ","Obsidian Black(197U) ","Manufaktur Night Black Magno(056U) ","#b09f8f","#5b5c61","#6b6e71","#6d7170","#bfbfc4","#a0130d","#5c2a31","#0f0f0f","#424242","#151418"
"유럽","랜드로버","All New Range Rover Sport",14140,28520,"중형 SUV","가솔린, 전기, 하이브리드, 디젤","7.1","10.4","296","635",2024,36018,"새로운 MLA-플렉스 플랫폼을 바탕으로 우아한 디자인과 역동적인 주행 성능   브랜드 최초로 다이내믹 에어 서스펜션, 어댑티브 오프로드 크루즈 컨트롤, 최신 스토머 핸들링 팩을 적용해 어떤 환경에서도 타협하지 않는 강력한 퍼포먼스를 제공한다 ",34050,"Varesine Blue ","Obsidian Black ","Santorini Black ","Flux Silver ","Ostuni Pearl White(1EJ) ","Fuji White ","Borasco Grey ","Eiger Grey ","Giola Green ","Carbon Bronze ","#2a3139","#212121","#0f090b","#7f8078","#ffffff","#e3e6e4","#c0b8b5","#64686c","#5e696d","#7b7962"
"유럽","람보르기니","Urus S",29000,29000,"대형 SUV","가솔린","6.4","6.4","666","666",2023,36070,"성능, 디자인 및 고급스러움이 진화하여 더욱 강력하고 고급스러운 감각을 드러냅니다   모든 지형과 도로 조건에서 최고의 성능과 편안함을 결합한 가장 완성도 높은 슈퍼 SUV입니다 ",36072,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"한국","현대","디 올 뉴 그랜저",3743,5315,"준대형","가솔린, LPG","7.8","11.7","198","300",2025,36078,"Outclass GRANDEUR  세상의 기대와 예상을 뛰어넘어 스스로를 혁신한 그랜저  전통과 미래, 세대와 취향, 기술과 감성의 경계를 지운 새로운 경험을 선사합니다 ",36080,"트랜스미션 블루 펄(NY9) ","바이오 필릭 블루 펄(XB9) ","밤부 차콜 그린 펄(NBP) ","큐레이티드 실버 메탈릭(R9S) ","어비스 블랙 펄(A2B) ","녹턴 그레이 메탈릭(T2G) ","세레니티 화이트 펄(W6H) ","유기 브론즈 메탈릭(NGM) ","유기 브론즈 매트(VAM) ","녹턴 그레이 매트(T9M) ","#535763","#090f1b","#4f4f44","#afb3b4","#000000","#33363b","#ffffff","#7F746B","#7F746B","#394044"
"한국","현대","디 올 뉴 그랜저 HEV",4409,5516,"준대형","가솔린, 하이브리드","15.7","18","180","230",2025,36086,"The all-new GRANDEUR Hybrid  세상의 기대와 예상을 뛰어넘어 스스로를 혁신한 그랜저 Hybrid   e-Motion Drive의 다이나믹한 성능과 매끄러운 주행 감성으로 하이브리드의 만족감을 업그레이드 하였습니다 ",36088,"트랜스미션 블루 펄(NY9) ","바이오 필릭 블루 펄(XB9) ","밤부 차콜 그린 펄(NBP) ","큐레이티드 실버 메탈릭(R9S) ","어비스 블랙 펄(A2B) ","녹턴 그레이 메탈릭(T2G) ","세레니티 화이트 펄(W6H) ","유기 브론즈 메탈릭(NGM) ","유기 브론즈 매트(VAM) ","녹턴 그레이 매트(T9M) ","#535763","#090f1b","#4f4f44","#afb3b4","#000000","#33363b","#ffffff","#7F746B","#7F746B","#394044"
"유럽","마세라티","Grecale",9900,16900,"중형 SUV","가솔린","8","9.9","300","530",2023,36324,"아름다운  혁신적인  방향성   압도적인 성능으로 일상에 특별함이 스며드는 새로운 SUV 그레칼레   코스모폴리탄 & 모던  시대를 초월한 이탈리안 스타일  감각을 잃지 않은 창의력으로 완전히 새로운 그레칼레가 탄생했습니다 ",36325,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"미국","지프","All New Grand Cherokee",7690,11190,"대형 SUV","가솔린, 하이브리드","7.4","11.1","272","286",2023,36396,"THE LEGEND, DESIGNED FOR THE FUTURE  새롭게 탄생한 력셔리 플래그십 SUV인 GRAND CHEROKEE와 플러그인 하이브리드 파워트레인을 가진  GRAND CHEROKEE 4XE는 놀라운 성능과 효율을 온/오프로드 구분 없이 모든 곳에서 보여줍니다 ",36398,"Diamond Black Crystal ","Velvet Red Pearl ","Bright White ","Baltic Grey Metallic ","Silver Zynith ",NULL,NULL,NULL,NULL,NULL,"#0b0b0d","#580015","#f0f0e8","#23272a","#737373",NULL,NULL,NULL,NULL,NULL
"유럽","롤스로이스","Phantom II",71200,82600,"대형","가솔린","5.8","5.8","571","571",2023,36492,"과감하고 오리지널한 모습의 PHANTOM SERIES II   절묘한 특징들은 세심한 기술과 엔지니어링으로 뒷받침되어,  경외감과 집중을 부르는 당당한 존재감을 만들어 냅니다 ",36497,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"유럽","폭스바겐","The Golf GTI",4790,4970,"준중형","가솔린","11.5","11.5","245","245",2023,36640,"8세대 신형 골프 GTI   터보차저 직분사 가솔린 엔진과 진화된 구동 시스템을 통해  컴팩트카에서 경험할 수 있는 최상의 다이내믹 드라이빙 퍼포먼스를 제공한다 ",36638,"Dolphin Gray Metallic ","Kings Red Metallic ","Pure White ","Deep Black Pearl Effect ","Atlantic Blue Metallic ",NULL,NULL,NULL,NULL,NULL,"#393742","#8f1214","#e5e9e8","#0a0d16","#033770",NULL,NULL,NULL,NULL,NULL
"유럽","람보르기니","Urus Performante",32890,32890,"대형 SUV","가솔린","6.3","6.3","666","666",2023,36820,"슈퍼 SUV 우루스의 최고 성능과 개성 있는 외관을 한 차원 향상시킨 모델  독특하고 스포티한 디자인, 경량 부품의 혁신적인 사용 및 향상된 공기역학을 통해 운전의 재미와 SUV 성능을 완전히 새로운 차원으로 끌어 올립니다 ",36822,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"미국","포드","Next Generation Ranger",6350,7990,"화물","디젤","10.1","10.1","205","205",2023,38423,"NEXT-GEN RANGER   여러 세대를 거쳐 얻게 된 노하우가 반영된 넥스트 제너레이션 레인저는 픽업 트럭의 선두주자로서 세계적인 호평을 받고 있으며,  특히 와일드트랙에 포함된 여러 가지 앞선 기능들은 모두의 눈길을 사로잡기에 충분합니다 ",38417,"Agate Black ","Moondust Silver ","Lucid Red ","Cyber Orange ","Carbonized Gray ","Frozen White ",NULL,NULL,NULL,NULL,"#060606","#878b8f","#690c12","#e99733","#434445","#e9e9eb",NULL,NULL,NULL,NULL
"유럽","아우디","The New Q2",4090,4440,"소형 SUV","디젤","16.7","16.7","150","150",2023,38426,"더 뉴 Q2   기존 ‘Q2’ 모델의 부분 변경 모델로 새로운 헤드라이트 디자인, 이전 모델 대비 17mm 더 길어진 전장에 아우디만의 감성적인 디자인 디테일이 더해졌다 ",38428,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"한국","현대","디 올 뉴 코나",2446,3422,"소형 SUV","가솔린","11.2","13.6","149","198",2024,38525,"새로운 차원의 플레이 KONA   미래지향적인 새로운 스타일과 차급을 넘나드는 상품성으로 새로운 차원의 경험을 선사합니다 ",38527,"사이버 그레이 메탈릭 + 어비스 블랙 펄(C50) ","미라지 그린 + 어비스 블랙 펄(RR0) ","아틀라스 화이트 + 어비스 블랙 펄(SA0) ","에코트로닉 그레이 펄 + 어비스 블랙 펄(PE0) ","네오테릭 옐로우 + 어비스 블랙 펄(YY0) ","얼티메이트 레드 메탈릭 + 어비스 블랙 펄(R20) ","네오테릭 옐로우(YYY) ","얼티메이트 레드 메탈릭(R2P) ","사이버 그레이 메탈릭(C5G) ","아틀라스 화이트(SAW) ","#5f6467","#70848b","#e3e2e2","#3a3c3d","#b9c831","#7e1516","#b9c831","#7e1516","#aaadb2","#eaeaea"
"한국","현대","디 올 뉴 코나 HEV",3102,3737,"소형 SUV","가솔린, 하이브리드","18.1","19.8","105","105",2024,38532,"심플한 볼륨 대비 날렵한 캐릭터 라인,  미래지향적인 디자인과 세련된 디테일로 독보적인 스타일을 자랑하는  새로운 차원의 플레이 The all-new KONA Hybrid",38534,"사이버 그레이 메탈릭 + 어비스 블랙 펄(C50) ","미라지 그린 + 어비스 블랙 펄(RR0) ","아틀라스 화이트 + 어비스 블랙 펄(SA0) ","에코트로닉 그레이 펄 + 어비스 블랙 펄(PE0) ","네오테릭 옐로우 + 어비스 블랙 펄(YY0) ","얼티메이트 레드 메탈릭 + 어비스 블랙 펄(R20) ","네오테릭 옐로우(YYY) ","얼티메이트 레드 메탈릭(R2P) ","사이버 그레이 메탈릭(C5G) ","아틀라스 화이트(SAW) ","#5f6467","#70848b","#e3e2e2","#3a3c3d","#b9c831","#7e1516","#b9c831","#7e1516","#aaadb2","#eaeaea"
"유럽","BMW","iX1",6690,6960,"소형 SUV","전기","4.2","4.2","313","313",2024,38637,"순수전기 SUV 모델인 iX1   최대 440km의 1회 충전 주행 가능 거리, 액티브 시트와  커브드 디스플레이가 장착된 멀티미디어 콕핏으로 운전자가 편안하게 주행할 수 있도록 도와줍니다 ",41370,"Black Sapphire metallic(475) ","Cape York Green Metallic(C5Y) ","Alpine White(300) ","Space Silver(C67) ",NULL,NULL,NULL,NULL,NULL,NULL,"#030406","#394b43","#d7d8d2","#888b84",NULL,NULL,NULL,NULL,NULL,NULL
"유럽","벤츠","EQS SUV",15410,18680,"대형 SUV","전기","3.5","3.6","360","544",2023,38822,"당신이 찾던 럭셔리의 미래, The new EQS SUV의 과감하고 매끄러운 라인은  메르세데스-벤츠의 진보적인 럭셔리 철학을 새로운 차원으로 이끕니다   미래지향적이고 실용적인 룩으로 어느 곳에서나 시선을 사로잡습니다 ",38824,"Emerald Green Metallic(989U) ","Selenite Grey Metallic(992U) ","Manufaktur Alpine Grey(956U) ","High-tech Silver(922U) ","Black(040U) ","Obsidian Black(197U) ","Sodalite Blue Metalic(842U) ","Polar White(149U) ","Manufaktur Diamond White Bright(779U) ",NULL,"#18221f","#6a6d6f","#8f8e94","#bfbfc4","#0f0f0f","#424242","#465c8b","#fafafa","#fafafa",NULL
"한국","GMC","Sierra",9330,9550,"화물","가솔린","6.6","6.9","426","426",2024,39193,"GMC SIERRA 2023   5세대의 진화를 거쳐 완성된 고급스러움과 첨단 기능이 집약된 시에라는,  최고를 원하는 당신에게 압도적인 존재감과 지금껏 만나보지 못한 하이엔드 픽업의 정수를 선사할 것입니다 ",39186,"아발론 화이트 펄(G1W) ","아발론 화이트 펄(G1W) Denali-X","턱시도 블랙(GBA) ","퍼시픽 블루(GA0) ","볼케이노 레드(GNT) ","러쉬 그레이(G6M) ","인디고 블루(GXP) ",NULL,NULL,NULL,"#e0e0e2","#e0e0e2","#0a0e12","#2c3c4e","#76000d","#2b2c2e","#1e2e3f",NULL,NULL,NULL
"유럽","벤츠","The new SL-Class",23500,26300,"스포츠카","가솔린","6.3","6.5","585","585",2024,39205,"로드스터 SL의 7세대 완전변경 모델인 '더 뉴 AMG SL'  7세대 AMG SL은 고성능 브랜드인 AMG가 독립적으로 개발을 진행한 첫 SL 모델 ",39207,"Manufacture Hightech Silver Magno(734U) ","Ireland Mid Green Magno(599U) ","Sun Yellow(914U) ","Sunshine ","Selenite Grey Metallic(992U) ","Manufaktur Graphite Grey Magno(818U) ","Manufaktur Silicon Grey(190U) ","Manufaktur Alpine Grey(956U) ","AMG Monza Grey Magno(054U) ","High-tech Silver(922U) ","#b1bac1","#9eb7a4","#d6ae23","#d7b022","#6a6d6f","#202328","#6d7170","#8f8e94","#656162","#bfbfc4"
"한국","르노코리아","XM3 E-TECH",2938,3660,"소형 SUV","가솔린, 하이브리드","17","17.4","86","86",2025,39363,"가장 전기차에 가까운 하이브리드   EV 주행 모드에서 누릴 수 있는 다이내믹 주행성능  르노 F1팀의 영감과 기술이 반영된  테크놀로지, 유럽에서 이미 검증된 기술과 품질  내가 바라는 하이브리드 그 이상의 차 ",34431,"클라우드 펄 ","어반 그레이 ","웨이브 블루 ","녹턴 블루 ","소닉 레드 ","일렉트릭 오렌지 ",NULL,NULL,NULL,NULL,"#ECEDE7","#323339","#2b638c","#274272","#b71822","#cf7b4b",NULL,NULL,NULL,NULL
"유럽","폭스바겐","The Touareg",8990,10590,"대형 SUV","디젤","10.8","10.8","286","286",2023,39419,"The Touareg, 과장하지 않는다   오늘의 존재감은 보이지 않는 곳에서도  그 능력을 발휘하는 것, 마치 투아렉처럼 ",39421,"Silicon Grey Metallic ","Malbec Red Metallic ","Oryx White Pearl Effect ","Pure White ","Oyster Silver Metallic ","Grenadilla Black Metallic ","Tamarind Brown Metallic ","Meloe Blue Crystal Effect ","Lapiz Blue Metallic ",NULL,"#605b5b","#601317","#ffffff","#e5e9e8","#9a9ea2","#000005","#291410","#000823","#002a6d",NULL
"한국","제이스모빌리티","이티밴",3120,3990,"화물","전기","4.4","4.4","81.6","81.6",2024,39512,"품격있고 세련된 디자인, 충전에서 자유로운 긴 주행거리  여유로운 적재공간과 품격있는 스타일로 물류 운송부터 캠핑 같은 여가 활동까지  언제 어디서나 이티밴과 함께하세요 ",39504,"화이트 ","서울숲 그린 ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"#ffffff","#ffffff",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"유럽","BMW","The XM",22330,26840,"대형 SUV","가솔린, 전기, 하이브리드","10","10","489","653",2024,39561,"M1 이후 선보이는 M 전용 모델  M 하이 퍼포먼스 라인업 최초의 전기화   최대 653마력과 81 6kgm 토크의 강력한 퍼포먼스를 제공하는 전기모터가 결합된 M 하이브리드 드라이브 시스템 ",39563,"Marina Bay Blue metallic(C1K) ","Toronto Red metallic(C3G) ","Carbon Black(416) ","Black Sapphire metallic(475) ","Cape York Green Metallic(C5Y) ","Mineral White metallic(A96) ","Brooklyn Grey(C3P) ","Dravit Grey Metallic(C36) ",NULL,NULL,"#24387c","#c7291a","#05080e","#030406","#394b43","#d5d6d0","#9da3a3","#505053",NULL,NULL
